imagem,ia,modelo,prompt,classificacao,confianca,justificativa
C025_T001_IMG025.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.8,"A produção apresenta uma combinação de letras que parecem representar sílabas, mas não formam palavras reconhecíveis. A escrita sugere uma tentativa de representar sons silábicos."
C025_T001_IMG025.jpg,OpenAI,gpt-4o-mini,P2,SILABICO,0.8,"A criança apresenta uma correspondência entre sílabas e letras, utilizando grafismos que parecem representar sílabas, mas sem uma correspondência sonora completa. As letras escritas não formam palavras legíveis, indicando que a criança está começando a entender a relação entre a escrita e a fala, mas ainda não domina completamente o princípio alfabético."
C025_T001_IMG025.jpg,Claude,claude-sonnet-4-5-20250929,P1,SILABICO,0.85,"A criança utiliza uma letra para representar cada sílaba das palavras. Observa-se em 'LEAO' (4 letras para 2 sílabas le-ão), 'PE' (2 letras para 1 sílaba pé) e 'POAI' (4 letras para 2 sílabas po-ai/pai). Há correspondência entre a quantidade de letras e as sílabas orais, característica marcante da hipótese silábica, embora ainda sem domínio completo do valor sonoro convencional."
C025_T001_IMG025.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO,0.85,"A criança demonstra clara diferenciação entre desenho e escrita, utilizando letras convencionais. Observa-se correspondência silábica nas três produções: 'LEÃO' escrito como 'LEOAO' (5 grafemas para palavra dissílaba, com repetição vocálica), 'PÉ' como 'PE' (2 grafemas para monossílabo) e 'PÁSSARO' como 'POAI' (4 grafemas para trissílabo). Há uso predominante de vogais e tentativa de representar cada sílaba com pelo menos um caractere, característico da hipótese silábica com valor sonoro vocálico. A criança já estabelece relação entre pauta sonora e escrita, mas ainda não alcançou análise fonêmica completa."
C025_T001_IMG025.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A escrita apresenta garatujas e letras/caracteres dispostos de forma fragmentada e sem correspondência sonora com a fala, característica da hipótese pré-silábica."
C025_T001_IMG025.jpg,Gemini,models/gemini-flash-lite-latest,P2,PRE_SILABICO,0.95,"A criança produz garatujas e letras isoladas distribuídas pela folha (como IEOAO, PE, DOAI) sem estabelecer correspondência sistemática entre a fala e a escrita, característica típica do nível pré-silábico."
C026_T001_IMG026.jpg,OpenAI,gpt-4o-mini,P1,PRE_SILABICO,0.9,"A produção escrita apresenta uma sequência de letras que não formam sílabas ou palavras reconhecíveis, indicando uma fase inicial de exploração da escrita."
C026_T001_IMG026.jpg,OpenAI,gpt-4o-mini,P2,PRE_SILABICO,0.9,"A produção escrita apresenta grafismos e letras aleatórias, sem uma correspondência sistemática entre a escrita e a fala. Não há evidências de que as letras utilizadas tenham valor sonoro convencional ou que representem sílabas ou fonemas de forma consistente."
C026_T001_IMG026.jpg,Claude,claude-sonnet-4-5-20250929,P1,SILABICO,0.85,"A criança utiliza uma letra para representar cada sílaba das palavras. Observa-se que em 'GUFLS' (provavelmente 'GUARANÁ'), 'MMUA' (provavelmente 'MENINA'), 'NA', 'HG' (possivelmente 'GATO'), 'KT' (provavelmente 'GATO' ou 'CATO') e 'JO' (possivelmente 'JOGO'), há correspondência entre o número de grafias e o número de sílabas percebidas pela criança, característica marcante da hipótese silábica."
C026_T001_IMG026.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO,0.75,"A criança utiliza letras convencionais do alfabeto de forma sistemática. Observa-se uma tentativa de correspondência entre unidades sonoras e grafemas, característica da hipótese silábica. As escritas apresentam predominantemente uma ou duas letras para representar cada palavra (GUFLS, qmIM, NA, HG, KT, Jo), sugerindo que a criança estabelece relação entre quantidade de caracteres e pauta sonora, possivelmente atribuindo valor silábico às letras. Não há ainda correspondência alfabética completa (fonema-grafema), mas já existe diferenciação clara entre escrita e desenho, uso de letras variadas e organização linear típica do nível silábico."
C026_T001_IMG026.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A escrita apresenta uma sequência de letras e pseudoletras dispostas em linhas, sem correspondência com a pauta sonora ou com o valor sonoro convencional das letras. Caracteriza-se pelo uso de repertório de letras variadas dispostas sem relação com a quantidade de sílabas das palavras faladas, típico da hipótese pré-silabica."
C026_T001_IMG026.jpg,Gemini,models/gemini-flash-lite-latest,P2,PRE_SILABICO,0.95,"A produção apresenta uma sequência de letras e grafismos dispostos em linhas sem estabelecer correspondência com a estrutura sonora ou silábica da fala. A criança utiliza repertório de letras de forma aleatória, característica típica do nível pré-silábico."
C027_T001_IMG027.jpg,OpenAI,gpt-4o-mini,P1,SILABICO_ALFABETICO,0.85,"A escrita apresenta uma combinação de sílabas e algumas letras isoladas, indicando que a criança está começando a usar o alfabeto de forma mais consciente, mas ainda não domina completamente a ortografia."
C027_T001_IMG027.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A escrita apresenta uma oscilação entre a representação silábica e a alfabética, com algumas palavras legíveis e a presença de erros ortográficos. A criança demonstra uma tentativa de corresponder sílabas a letras, mas ainda não domina completamente as convenções ortográficas."
C027_T001_IMG027.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra compreensão completa do sistema alfabético de escrita. Observa-se escrita em letra cursiva com palavras convencionais como 'Bolo', 'Parabéns', 'Presente', 'galinha' e 'e'. A criança utiliza correspondência entre fonemas e grafemas de forma sistemática, mesmo que ainda apresente algumas questões ortográficas (próprias da fase de consolidação da escrita alfabética). A organização textual, o uso de letra cursiva e a construção de frases evidenciam domínio da hipótese alfabética."
C027_T001_IMG027.jpg,Claude,claude-sonnet-4-5-20250929,P2,ALFABETICO,0.95,"A criança demonstra compreensão do princípio alfabético, estabelecendo correspondência entre grafemas e fonemas. Observa-se escrita de palavras legíveis como 'Bolo', 'Parabéns', 'Presente', 'galinha' e 'e', além de tentativas de escrita de frases completas. Há domínio da diferenciação entre letras e outros símbolos, uso de letras convencionais em sequências que representam sons das palavras. Embora apresente erros ortográficos (ex: 'galinha' por 'galinha'), isso é esperado na fase alfabética, pois a criança já compreende que cada letra corresponde a um fonema, mas ainda está consolidando as convenções ortográficas da língua."
C027_T001_IMG027.jpg,Gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,0.95,"A escrita apresenta correspondência quase total entre fonemas e grafemas, com domínio das regras alfabéticas e segmentação de palavras legíveis (ex: 'Bolo', 'O gato', 'Parabéns', 'Presente', 'galinha'), típica do nível alfabético."
C027_T001_IMG027.jpg,Gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,0.95,"A escrita apresenta correspondência consistente entre grafemas e fonemas, formando palavras legíveis de acordo com a convenção alfabética (como 'O gato', 'Parabéns', 'Presente', 'galinha'), demonstrando a consolidação do princípio alfabético e superação das fases pré-silábicas e silábicas."
C028_T001_IMG028.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.85,"A escrita apresenta uma organização silábica, onde as sílabas são representadas de forma isolada, mas ainda não há uma correspondência clara com a escrita alfabética convencional."
C028_T001_IMG028.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A produção escrita apresenta uma combinação de sílabas e algumas tentativas de correspondência entre grafemas e fonemas, indicando que a criança está começando a perceber a divisão das sílabas em fonemas, mas ainda não domina completamente o princípio alfabético."
C028_T001_IMG028.jpg,Claude,claude-sonnet-4-5-20250929,P1,SILABICO,0.85,"A criança demonstra hipótese silábica, usando uma letra para representar cada sílaba das palavras. Observa-se em 'E A PO RU' (escada/escola), 'KA CA' (casa/cama), 'EO BPO' (escova/espelho). A criança já estabeleceu a relação entre a pauta sonora e a escrita, utilizando uma letra para cada emissão sonora, característica central da fase silábica. Há presença de letras convencionais, mas ainda sem representação completa de todos os fonemas."
C028_T001_IMG028.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO,0.85,"A criança demonstra hipótese silábica clara, usando principalmente duas letras para representar cada palavra (EA POPU, KA CA, EO BPO, FMHAO, HAO). Observa-se correspondência entre o número de grafias e as sílabas orais das palavras pretendidas, característica central do nível silábico. As letras utilizadas nem sempre possuem valor sonoro convencional completo, mas há tentativa sistemática de estabelecer relação entre unidades sonoras (sílabas) e caracteres escritos. Ainda não há domínio completo da segmentação em fonemas, o que descarta o nível alfabético."
C028_T001_IMG028.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.85,"A criança utiliza garatujas e letras em blocos sem correspondência sonora estável com a fala, apresentando variações nas grafias (repertório de letras sem análise fonológica), características típicas do nível pré-silábico, apesar de haver uma tentativa de escrita espontânea e cópia/escrita do nome ao lado."
C028_T001_IMG028.jpg,Gemini,models/gemini-flash-lite-latest,P2,SILABICO_ALFABETICO,0.85,"A produção mostra a criança oscilando entre a representação de uma letra por sílaba e o registro de mais elementos sonoros internos às sílabas (fonemas), coexistindo trechos com forte correspondência silábica e trechos com escrita mais avançada e contínua (como o nome 'pedro alvorada silva' escrito de forma cursiva na última linha)."
C029_T001_IMG029.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.85,"A produção escrita apresenta uma combinação de letras e sílabas, mas ainda não demonstra o uso consistente do alfabeto para formar palavras reconhecíveis. As tentativas de escrita refletem uma compreensão inicial da estrutura silábica."
C029_T001_IMG029.jpg,OpenAI,gpt-4o-mini,P2,SILABICO,0.8,"A criança demonstra uma correspondência entre sílabas orais e letras escritas, utilizando algumas letras que podem representar sons, mas ainda não estabelece uma correspondência sonora completa. As palavras apresentadas mostram uma tentativa de representar sílabas, mas com variações e grafismos que não seguem as convenções ortográficas."
C029_T001_IMG029.jpg,Claude,claude-sonnet-4-5-20250929,P1,SILABICO,0.75,"A criança utiliza letras convencionais para representar as palavras, estabelecendo uma correspondência entre grafemas e sílabas. Observa-se que cada letra ou pequeno conjunto de letras tende a representar uma sílaba oral. Por exemplo, em 'RAO' (possivelmente 'rato'), 'PQDA' (possivelmente 'peixe' ou 'pato'), há uma tentativa de correspondência silábica, ainda que nem sempre com valor sonoro convencional. A escrita demonstra a hipótese silábica, onde a criança compreende que a escrita representa a fala, mas ainda não domina completamente a relação entre todas as letras e seus sons correspondentes."
C029_T001_IMG029.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO_ALFABETICO,0.85,"A criança demonstra estar em transição entre a hipótese silábica e alfabética. Observa-se que ela já diferencia claramente escrita de desenho e utiliza letras convencionais. Em algumas palavras há correspondência silábica (como 'RAO' para 'rato' - 3 letras para 2 sílabas), enquanto em outras aparecem mais grafemas por sílaba, indicando a percepção de que a sílaba contém mais de um som. A escrita é legível e apresenta valor sonoro, mas ainda oscila entre representar sílabas inteiras e fonemas isolados, característica típica do período silábico-alfabético."
C029_T001_IMG029.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A criança utiliza repertório de letras conhecidas de forma variada (letras isoladas, repetições de letras como 'A' e 'O', pseudoletras), sem estabelecer correspondência entre a escrita e a pauta sonora ou a segmentação silábica das palavras, característico do nível pré-silábico."
C029_T001_IMG029.jpg,Gemini,models/gemini-flash-lite-latest,P2,PRE_SILABICO,0.95,"A produção apresenta uma série de escritas em formato de linhas ou palavras isoladas formadas por repertórios fixos ou repetições de letras (como sequências de vogais ou letras variadas sem correspondência quantitativa ou qualitativa com a estrutura silábica das palavras faladas). Não há relação sistemática estabelecida entre a grafia e a pauta sonora das palavras, caracterizando o nível pré-silábico."
C030_T001_IMG030.jpg,OpenAI,gpt-4o-mini,P1,SILABICO_ALFABETICO,0.8,"A escrita apresenta uma combinação de sílabas e letras que indicam uma tentativa de representar sons de forma mais próxima da escrita alfabética, mas ainda com algumas inconsistências na correspondência entre grafemas e fonemas."
C030_T001_IMG030.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A criança demonstra uma compreensão de que as sílabas podem ser representadas por letras, mas ainda oscila entre a escrita silábica e alfabética. As palavras escritas apresentam uma correspondência entre sílabas e caracteres, embora haja erros ortográficos e algumas letras possam não corresponder exatamente aos sons."
C030_T001_IMG030.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra compreensão completa do sistema alfabético de escrita. As palavras apresentam correspondência fonema-grafema adequada: 'Rebeca', 'Kauan', 'be', 'lim' (lima), 'bolo', 'masano' (massano/maçano), 'Pisina' (piscina), 'bolo i bonito'. Apesar de erros ortográficos esperados para a fase (ex: 'masano' para maçano/massano, 'Pisina' para piscina), a escrita revela que a criança já compreende que cada fonema é representado por uma letra, característica fundamental do nível alfabético."
C030_T001_IMG030.jpg,Claude,claude-sonnet-4-5-20250929,P2,ALFABETICO,0.95,"A criança demonstra compreensão do princípio alfabético, estabelecendo correspondência entre grafemas e fonemas em todas as palavras escritas. Observa-se escrita legível de palavras como 'Peixoro' (peixe), 'Kavalo' (cavalo), 'boi' (identificável), 'dim' (possivelmente 'fim'), 'Bolo', 'masarno' (macarrão), 'Pisina' (piscina), 'Bolo' e 'Bonito'. Apesar dos desvios ortográficos (trocas de letras, omissões), todas as produções são decifráveis e apresentam estrutura alfabética completa, com letras representando sons individuais, não apenas sílabas."
C030_T001_IMG030.jpg,Gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,0.95,"A criança demonstra a apropriação do sistema alfabético de escrita, escrevendo palavras de forma convencional e frases completas com correspondência sonora quase integral, como em 'o bolo é bonito' e 'macarro' (macarrão)."
C030_T001_IMG030.jpg,Gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,0.95,"A criança escreve palavras completas e frases estruturadas estabelecendo clara correspondência fonema-grafema, como observado em 'Pebro' (Pedro), 'Kautá' (Caixa), 'be' (de), 'lim' (limão), 'Bolo macarro', 'Pisina' e 'O bolo é bonito'. Embora existam trocas e omissões ortográficas (como 'lim' para limão e 'pisina' para piscina), o princípio alfabético está plenamente consolidado."
C031_T001_IMG031.jpg,OpenAI,gpt-4o-mini,P1,SILABICO_ALFABETICO,0.85,"A produção escrita apresenta uma combinação de sílabas e letras isoladas, indicando que a criança está começando a usar o alfabeto de forma mais consciente, mas ainda não domina completamente a correspondência entre sons e letras."
C031_T001_IMG031.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A produção escrita apresenta uma oscilação entre a hipótese silábica e a alfabética, com algumas palavras legíveis e a presença de grafismos que indicam uma tentativa de correspondência entre sílabas e letras. A criança demonstra uma compreensão parcial do princípio alfabético, mas ainda com erros ortográficos."
C031_T001_IMG031.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra compreensão completa do sistema alfabético de escrita. Observa-se correspondência entre fonemas e grafemas nas palavras escritas, como 'bolo', 'pipoca' e 'pão bala'. Apesar de erros ortográficos convencionais (como 'nago' provavelmente para 'nago/nojo' e variações na escrita cursiva), a criança representa todos os sons das palavras com letras apropriadas, característica essencial do nível alfabético."
C031_T001_IMG031.jpg,Claude,claude-sonnet-4-5-20250929,P2,ALFABETICO,0.95,"A criança demonstra compreensão do princípio alfabético, estabelecendo correspondência entre grafemas e fonemas. Observam-se palavras legíveis como 'bolo', 'pipoca', 'pipoca' (repetida), 'picobelo' (provável tentativa de escrita), 'a pipoca e azu' e 'ana tonia martinez fri'. Apesar de erros ortográficos (como 'azu' para 'azul', ausência de espaçamento adequado em alguns casos), a escrita é decifrável e apresenta valor sonoro convencional. A criança utiliza letras cursivas de forma consistente e representa os sons da fala através de grafemas, caracterizando a hipótese alfabética consolidada."
C031_T001_IMG031.jpg,Gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,0.95,"A escrita apresenta correspondência consistente entre fonemas e grafemas, com valor sonoro convencional estruturado em palavras legíveis como 'pipica', 'baila', e nomes próprios como 'Ana Sívia' e 'Marina', caracterizando o nível alfabético."
C031_T001_IMG031.jpg,Gemini,models/gemini-flash-lite-latest,P2,SILABICO_ALFABETICO,0.85,"A criança demonstra uma escrita intermediária onde há momentos de correspondência silábica (uma letra por sílaba) e momentos onde já decompõe a sílaba em mais fonemas, aproximando-se do alfabético em várias palavras (como em 'pípica', 'Lívia', 'Marina')."
C032_T001_IMG032.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.8,"A escrita apresenta uma tentativa de representar sons silábicos, mas ainda não utiliza a correspondência alfabética de forma consistente. As palavras parecem ser formadas por sílabas, mas não seguem a ortografia correta."
C032_T001_IMG032.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A produção escrita apresenta uma combinação de letras que indicam uma tentativa de correspondência entre sílabas e grafemas, mas ainda há erros e oscilações na representação sonora. A criança demonstra uma compreensão parcial do princípio alfabético, utilizando letras para representar sons, mas sem uma correspondência totalmente convencional."
C032_T001_IMG032.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra compreensão completa do sistema alfabético de escrita. Observa-se uso de letras convencionais para representar todos os fonemas das palavras, com estrutura silábica complexa (CV, CVC). A escrita apresenta segmentação entre palavras e ortografia próxima ao padrão convencional, mesmo com algumas variações ortográficas típicas do processo de alfabetização (ex: 'esmeralda', 'Read', 'elga', 'lenc', 'grao', 'dara'). Há correspondência grafema-fonema sistemática em toda a produção."
C032_T001_IMG032.jpg,Claude,claude-sonnet-4-5-20250929,P2,ALFABETICO,0.85,"A criança demonstra compreensão do princípio alfabético, com correspondência entre grafemas e fonemas. Observa-se escrita de palavras legíveis como 'esmeralda' (primeira linha) e na segunda linha uma tentativa de frase 'Read elga lene geno eara' (possivelmente 'A elga tem gelo para'). As palavras apresentam estrutura alfabética consolidada, com uso de vogais e consoantes representando sons, ainda que com erros ortográficos esperados nesta fase. A criança não está mais na hipótese silábica, pois representa múltiplos fonemas por sílaba de forma sistemática."
C032_T001_IMG032.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A criança produz rabiscos ou pseudoletras que imitam a escrita cursiva convencional (trazendo formas onduladas e traçados contínuos), sem estabelecer correspondência sonora com as partes da palavra (sílabas ou fonemas), o que caracteriza o nível pré-silábico."
C032_T001_IMG032.jpg,Gemini,models/gemini-flash-lite-latest,P2,PRE_SILABICO,0.95,"A produção apresenta sequências de letras sem controle da correspondência sonora com a fala, com variações gráficas aleatórias que não mantêm relação com a quantidade ou com a sonoridade das sílabas das palavras pretendidas, características típicas da hipótese pré-silábica."
C033_T001_IMG033.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.85,"A produção escrita apresenta sequências de letras que parecem representar sílabas, mas não formam palavras reconhecíveis. A repetição de letras e a combinação de vogais indicam uma tentativa de estrutura silábica."
C033_T001_IMG033.jpg,OpenAI,gpt-4o-mini,P2,SILABICO,0.8,"A produção apresenta sequências de letras que parecem corresponder a sílabas, mas não há uma correspondência sonora completa. As letras são utilizadas de forma a representar sílabas, mas sem a consolidação do princípio alfabético."
C033_T001_IMG033.jpg,Claude,claude-sonnet-4-5-20250929,P1,SILABICO,0.85,"A criança demonstra a hipótese silábica ao utilizar uma letra para representar cada sílaba das palavras. Observa-se em 'AZUL' a escrita 'A.I' (2 letras para 2 sílabas), 'AAAILU' e 'UO' mostram tentativas de correspondência entre letras e sílabas, principalmente com uso de vogais. Em 'ELAUOI' há correspondência silábica, usando predominantemente vogais para representar as sílabas. Esta é uma característica típica da fase silábica, onde a criança já compreende que a escrita representa a fala, estabelecendo relação entre grafemas e sílabas orais."
C033_T001_IMG033.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO,0.85,"A criança utiliza letras convencionais (A, E, I, O, U) de forma sistemática, estabelecendo correspondência entre a quantidade de letras e as sílabas das palavras. Observa-se o uso predominante de vogais, característica típica do nível silábico. A escrita apresenta organização linear e diferenciação clara entre desenho e escrita. Há correspondência quantitativa entre caracteres escritos e unidades sonoras, mas ainda sem valor sonoro alfabético completo."
C033_T001_IMG033.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A criança utiliza repertório de letras conhecidas (letras do próprio nome ou aleatórias como A, E, I, O, U) sem estabelecer correspondência entre a escrita e a segmentação sonora das palavras (fonemas/sílabas). A escrita baseia-se em garatujas organizadas, letras soltas e variações gráficas típicas do nível pré-silábico."
C033_T001_IMG033.jpg,Gemini,models/gemini-flash-lite-latest,P2,PRE_SILABICO,0.95,"A criança produz repertórios de letras isoladas (letras vogais como A, E, I, O, U e variações como acentuações ou pontos) organizadas de forma linear, mas sem estabelecer correspondência sistemática entre os caracteres gráficos e as unidades sonoras (sílabas ou fonemas) da fala, o que caracteriza a hipótese pré-silábica."
C034_T001_IMG034.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.8,"A escrita apresenta uma tentativa de representar sons silábicos, mas ainda não utiliza a correspondência alfabética de forma consistente. As palavras são formadas por grupos de letras que refletem sílabas, mas não seguem a ortografia correta."
C034_T001_IMG034.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A produção escrita apresenta uma oscilação entre a hipótese silábica e a alfabética, com algumas palavras que mostram correspondência entre sílabas e letras, mas ainda com erros e falta de consolidação do princípio alfabético em algumas partes."
C034_T001_IMG034.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra compreensão do sistema alfabético de escrita, representando todos os fonemas das palavras com letras correspondentes. Observa-se escrita de palavras como 'Galo', 'JANEIRO', 'BRIGADEIRO', 'SITIO', 'NORTE' e frases mais complexas como 'minha nivega fui timia da casa'. Apesar de apresentar erros ortográficos esperados (como 'nivega' para 'nevega/neve', 'timia' para 'tia mia'), a criança já estabeleceu a relação fonema-grafema de forma sistemática, característica do nível alfabético."
C034_T001_IMG034.jpg,Claude,claude-sonnet-4-5-20250929,P2,ALFABETICO,0.95,"A criança demonstra compreensão do princípio alfabético, com correspondência entre grafemas e fonemas em todas as palavras escritas. Observa-se escrita legível de palavras como 'Bola', 'Boneca', 'Bicicleta', 'Skate', 'Bonete', 'Manivela', 'Aqui tem uma casa', mesmo com trocas ortográficas características da fase alfabética inicial (ex: 'Biga' por 'biga', inversões ou omissões pontuais). A produção revela domínio da base alfabética, com letras representando sons de forma sistemática, ainda que a ortografia convencional não esteja completamente estabelecida."
C034_T001_IMG034.jpg,Gemini,models/gemini-flash-lite-latest,P1,ERRO,0.0,"Erro na chamada Gemini: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
C034_T001_IMG034.jpg,Gemini,models/gemini-flash-lite-latest,P2,SILABICO_ALFABETICO,0.85,"A criança demonstra uma transição clara entre a hipótese silábica e a alfabética. Em algumas palavras ou partes, há correspondência de uma letra por sílaba, enquanto em outras a criança avança para a representação de mais fonemas por sílaba, oscilando entre escritas estritamente silábicas e tentativas de análise fonêmica mais completas."
C035_T001_IMG035.jpg,OpenAI,gpt-4o-mini,P1,SILABICO_ALFABETICO,0.85,"A produção escrita apresenta tentativas de representar sons de forma silábica, mas também utiliza letras que correspondem a sons de forma mais alfabética, indicando uma mistura de estratégias de escrita."
C035_T001_IMG035.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A criança demonstra uma oscilação entre a escrita silábica e a alfabética, utilizando letras que correspondem a sílabas e algumas tentativas de representar fonemas. Há uma tentativa de formar palavras legíveis, embora com erros ortográficos."
C035_T001_IMG035.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra compreensão do princípio alfabético, escrevendo o nome 'JOSE MIGUEL' de forma convencional e repetindo-o em diferentes posições na folha. Há correspondência completa entre fonemas e grafemas, com uso adequado de letras maiúsculas e minúsculas. As escritas 'JOSE', 'MIGUEL', 'NOGLEJ', 'MISEL' e 'MJOSGLG' mostram que a criança domina o sistema alfabético, mesmo que apresente algumas variações e experimentações ortográficas típicas do processo de consolidação da escrita."
C035_T001_IMG035.jpg,Claude,claude-sonnet-4-5-20250929,P2,ALFABETICO,0.95,"A criança demonstra compreensão do princípio alfabético, com correspondência entre grafemas e fonemas. Escreve 'JOSE' e 'MIGUEL' de forma legível e reconhecível, utilizando letras convencionais para representar os sons. Embora apresente algumas variações na grafia do sobrenome (MIGUEL, NOGLEJ, NOGLEI, MISEL, MJOSILO), todas as tentativas mostram domínio da relação letra-som, com todas as letras representando fonemas específicos. Os erros observados são de natureza ortográfica (inversões, omissões, trocas), típicos da fase alfabética, mas não comprometem o entendimento de que cada letra corresponde a um som."
C035_T001_IMG035.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A criança escreve o mesmo nome ('José Miguel') e variações em diferentes posições da folha utilizando pseudoletras ou letras de forma que não mantêm correspondência sonora com a fala (ausência de hipótese silábica). Há predomínio da função reprodutiva de repertório fixo de letras (seu próprio nome), característica da fase pré-silábica."
C035_T001_IMG035.jpg,Gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,0.95,"A criança demonstra a compreensão de que cada letra representa um fonema, escrevendo as partes do nome (José Miguel) com correspondência sonora quase completa e tentativas variadas de representação alfabética das sílabas, atingindo o nível alfabético apesar de variações na grafia e ortografia."
C036_T001_IMG036.jpg,OpenAI,gpt-4o-mini,P1,ALFABETICO,0.9,"A produção escrita apresenta palavras reconhecíveis e a utilização de letras que correspondem aos sons da língua, indicando uma compreensão do sistema alfabético."
C036_T001_IMG036.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A produção escrita apresenta uma combinação de sílabas e letras que indicam uma compreensão parcial do princípio alfabético. A criança parece oscilar entre a escrita silábica e a alfabética, utilizando algumas letras que correspondem a sons, mas ainda com erros e inconsistências na correspondência entre grafemas e fonemas."
C036_T001_IMG036.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra compreensão do sistema alfabético de escrita, representando todos os fonemas das palavras com letras correspondentes. Observa-se escrita de palavras como 'bolo', 'computador', 'amigo', 'Soda' e uma frase mais extensa. Há correspondência sonora completa entre grafemas e fonemas, mesmo com alguns desvios ortográficos esperados (como 'Soda' possivelmente para 'soda/refrigerante'). A presença de escrita cursiva legível e organizada, com segmentação adequada entre palavras, confirma a hipótese alfabética consolidada."
C036_T001_IMG036.jpg,Claude,claude-sonnet-4-5-20250929,P2,ALFABETICO,0.95,"A criança demonstra compreensão do princípio alfabético, estabelecendo correspondência entre grafemas e fonemas. Observam-se palavras legíveis como 'bolo', 'comida/comido', 'amigo', 'soda/soda', e uma tentativa de frase mais complexa. Há uso convencional de letras, ainda que com erros ortográficos esperados (ex: possível 'comido' por 'comida', 'soda' por 'suco'). A escrita apresenta segmentação de palavras e domínio da base alfabética, mesmo sem total domínio das convenções ortográficas, característica típica do nível alfabético."
C036_T001_IMG036.jpg,Gemini,models/gemini-flash-lite-latest,P1,ERRO,0.0,"Erro na chamada Gemini: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
C036_T001_IMG036.jpg,Gemini,models/gemini-flash-lite-latest,P2,ERRO,0.0,"Erro na chamada Gemini: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
C037_T001_IMG037.jpg,OpenAI,gpt-4o-mini,P1,SILABICO_ALFABETICO,0.8,"A escrita apresenta uma combinação de letras que parecem representar sílabas, mas também há uma tentativa de usar letras que correspondem a sons, indicando uma compreensão parcial do sistema alfabético."
C037_T001_IMG037.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A criança demonstra uma oscilação entre a escrita silábica e a alfabética, utilizando letras que correspondem a sílabas, mas ainda apresenta algumas inconsistências na correspondência entre grafemas e fonemas. As palavras escritas mostram uma tentativa de segmentação das sílabas, mas com erros que indicam a transição para a compreensão do princípio alfabético."
